,features,price,prodajalec,title,url
10,"                            ,      Starost:              rabljeno / ima garancijo / ima jamstvo      ,      Prva registracija:                   2016 / 11                        ,      Leto proizvodnje:                   2016            ,    Prevoženi km:            58807       ,      Motor:              110 kW             (150 KM),  1395  ccm      ,      Gorivo:              bencinski motor      ,      Menjalnik:              ročni menjalnik (6 pr.)      ,      Oblika:              terensko vozilo / SUV      ,      Št.vrat:              5 vr.      ,      Barva:              siva metalik      ,      Notranjost:              črna / alcantara      ,      Interna številka:                    ,      VIN / številka šasije:              WAUZZZ8U4HR044208      ,      Kraj ogleda:              ,       ,                    kliknite za ogled Carfax poročila.                                 ,                            ,            Kombinirana vožnja:                        5,5 litrov / 100 km                                    ,            Izvenmestna vožnja:                        4,9 litrov / 100 km                                    ,            Mestna vožnja:                        6,6 litrov / 100 km                                    ,            Emisijski razred:                        Euro 6                    ,            Emisija CO2:                        127 g / km                                    ,        Podvozje:    ,                                            lahka - ALU platišča:origina 18                            ABS zavorni sistem            ESP elektronski program stabilnostiASR regulacija zdrsa pogonskih kolesšportno podvozje                       ,        Varnost:    ,                                    6 x zračna vreča / Airbagsenzor za dežbi-xenon žarometiprednje (dnevne) LED lučizadnje LED lučiAdaptive light / dinamično prilagodljivi žarometimeglenketretja zavorna lučnaprava za pranje žarometovalarmna napravablokada motorjakodno varovan vžig motorjasistem za prepoznavo prometnih znakovnadzor zračnega tlaka v pnevmatikahrezervno kolo normalnih dimenzij                        ,        Notranjost:    ,                        štev. sedežev: 5        ambientna osvetlitev notranjostiALU dodatki v notranjostišportni sedežisedeži: nastavitev po višinisedeži: gretje spredajsredinski naslon za roko12V vtičnica                       ,        Udobje:    ,                        klimatska naprava: avtomatskaklimatska naprava: 2 conskazatemnjena / tonirana steklaelektrični pomik prednjih stekelelektrični pomik prednjih in zadnjih stekelzunanja ogledala: el. nastavljivazunanja ogledala: ogrevanjezunanja ogledala: el. zložljivacentralno zaklepanjecentralno zaklepanje + daljinsko upravljanjeelektrični paketvolan: nastavljiv po višinivolan: nastavljiv po globiniservo volanvolan: multifunkcijskivolan: športnivolanski obroč oblečen v usnjetempomatsistem Start-Stopel. parkirna zavorael. zapiranje prtljažnika                    ,        Multimedia:    ,                                    Hi-Fi ozvočenje                    MP3 predvajalnikUSB priključek (iPod, HD, ...)predpriprava za mobilni telefonpotovalni računalnikkomunikacijski paketnavigacijski sistemBluetooth vmesnik                    ,        Uporabnost:    ,                        zadnja klop - deljiva 1/3 - 2/3Isofix sistem za pritrditev otr.sedežarolo prtljažnega prostorastrešne sanipomoč pri parkiranju: prednji senzorjipomoč pri parkiranju: zadnji senzorjipomoč pri speljevanju v klanecvzvratna kamera                    ,        Stanje:    ,                                    servisna knjiga  / potrjena                                vozilo ni bilo karambolirano1. lastnik                    ",,"              AVTOHIŠA MALGAJ, d.o.o.         TRBOVLJE Gabrsko 30         TRBOVLJE                                                                                                                                                                                                                                                                                                   ",Audi Q3 ,https://www.avto.net/Ads/details.asp?id=16452371&display=Audi%20Q3%201.4%20TFSI%20CoD%20ultra%20Sport
11,"                            ,      Starost:              rabljeno      ,      Prva registracija:                   2018 / 1                        ,      Leto proizvodnje:                   2017            ,    Prevoženi km:            138000       ,      Tehnični pregled:                   2021 / 11            ,      Motor:              260 kW             (354 KM),  2995  ccm      ,      Gorivo:              bencinski motor      ,      Menjalnik:              avtomatski menjalnik / tiptronic      ,      Oblika:              terensko vozilo / SUV      ,      Št.vrat:              5 vr.      ,      Barva:              črna metalik      ,      Notranjost:              temno siva / delno usnje      ,      Interna številka:                    ,      Kraj ogleda:              ,       ,                     Vprašajte prodajalca za VIN in pridobite CARFAX poročilo o zgodovini vozila.                                 ,                            ,            Kombinirana vožnja:                        6,8 litrov / 100 km                                    ,            Izvenmestna vožnja:                        6,1 litrov / 100 km                                    ,            Mestna vožnja:                        10,8 litrov / 100 km                                    ,            Emisijski razred:                        Euro 6                    ,            Emisija CO2:                        189 g / km                                    ,        Podvozje:    ,                                            lahka - ALU platišča:ORIGINAL AUDI 20 COL                            ABS zavorni sistem                        BAS pomoč pri zaviranju            samodejna zapora diferenciala (ASD / EDS ...)ESP elektronski program stabilnostiregulacija nivoja podvozjaštirikolesni pogon 4x4 / 4WDASR regulacija zdrsa pogonskih kolesETS elektronski sistem za oprijem kolesšportno podvozjeaktivno vzmetenjezračno vzmetenje                       ,        Varnost:    ,                                    6 x zračna vreča / Airbagsenzor za dežxenon žarometibi-xenon žarometiLED žarometiprednje (dnevne) LED lučizadnje LED lučisamodejno upravljanje dolgih lučiAdaptive light / dinamično prilagodljivi žarometimeglenketretja zavorna lučnaprava za pranje žarometovblokada motorjakodno varovan vžig motorjasistem za samodejno zaviranje v silisistem za prepoznavo prometnih znakovnadzor zračnega tlaka v pnevmatikah                        ,        Notranjost:    ,                        štev. sedežev: 5        ambientna osvetlitev notranjostiusnje             (delno usnje)ALU dodatki v notranjostikrom dodatki v notranjostišportni sedežikomfortni sedežiortopedski sedežisedeži: nastavitev po višinielektrično nastavljiv sedežsedeži: paket Memorysedeži: gretje spredajsredinski naslon za rokohladilni predal12V vtičnica                       ,        Udobje:    ,                        panorama sončna streha + električni pomikklimatska naprava: avtomatskaklimatska naprava: 2 conskazatemnjena / tonirana steklaelektrični pomik prednjih stekelelektrični pomik prednjih in zadnjih stekelzunanja ogledala: el. nastavljivazunanja ogledala: ogrevanjezunanja ogledala: el. zložljivacentralno zaklepanjecentralno zaklepanje + daljinsko upravljanjeelektrični paketvolan: nastavljiv po višinivolan: nastavljiv po globiniservo volanvolan: multifunkcijskivolan: športnivolanski obroč oblečen v usnjeobvolanski prestavni ročici / F1 prestavetempomataktivni tempomatsistem Start-StopKeyless Goel. parkirna zavorael. zapiranje prtljažnika                    ,        Multimedia:    ,                                    avtoradio                                    avtoradio / CD                                Hi-Fi ozvočenje                    MP3 predvajalnikDVD predvajalnikUSB priključek (iPod, HD, ...)predpriprava za mobilni telefonpotovalni računalniknavigacijski sistemBluetooth vmesnik                    ,        Uporabnost:    ,                        zadnja klop - deljiva 1/3 - 2/3Isofix sistem za pritrditev otr.sedežarolo prtljažnega prostorastrešne sanipripomoček za parkiranje PDC/Parktronicpomoč pri parkiranju: prednji senzorjipomoč pri parkiranju: zadnji senzorjivlečna kljukapomoč pri speljevanju v klanecdvojno dno prtljažnika                    ,        Stanje:    ,                                    servisna knjiga  / potrjena                                vozilo ni bilo karamboliranovozilo je bilo garažirano1. lastnik                    ",    39.900 €    ,"              RS AVTO, ODKUP IN PRODAJA VOZIL, RADIŠA KOPREN s.p.         RS AVTO SPODNJI STARI GRAD 67         Krško                                                                                                ",Audi SQ5 ,https://www.avto.net/Ads/details.asp?id=16475371&display=Audi%20SQ5%20quattro%203.0%20TFSI%20Tiptronic-MATRIX-PANORAMA-RADAR
12,"                            ,      Starost:              rabljeno / ima garancijo / ima jamstvo      ,      Prva registracija:                   2018 / 1                        ,      Leto proizvodnje:                   2018            ,    Prevoženi km:            119000       ,      Tehnični pregled:                   2022 / 1            ,      Motor:              140 kW             (190 KM),  1968  ccm      ,      Gorivo:              diesel motor      ,      Menjalnik:              avtomatski menjalnik      ,      Oblika:              karavan      ,      Št.vrat:              5 vr.      ,      Barva:              črna metalik      ,      Notranjost:              temno siva / blago      ,      Interna številka:                    ,      Kraj ogleda:              ,       ,                     Vprašajte prodajalca za VIN in pridobite CARFAX poročilo o zgodovini vozila.                                 ,                            ,            Kombinirana vožnja:                        4,4 litrov / 100 km                                    ,            Izvenmestna vožnja:                        4,1 litrov / 100 km                                    ,            Mestna vožnja:                        4,9 litrov / 100 km                                    ,            Emisijski razred:                        Euro 6                    ,            Emisija CO2:                        115 g / km                                    ,        Podvozje:    ,                                            lahka - ALU platišča:20 COL+NOVE PNEVMATIKE                            ABS zavorni sistem            samodejna zapora diferenciala (ASD / EDS ...)                       ,        Varnost:    ,                                    6 x zračna vreča / Airbagsenzor za dežxenon žarometibi-xenon žarometiLED žarometiprednje (dnevne) LED lučizadnje LED lučisamodejno upravljanje dolgih lučiAdaptive light / dinamično prilagodljivi žarometimeglenketretja zavorna lučkodno varovan vžig motorjasistem za ohranjanje voznega pasusistem za samodejno zaviranje v siliopozorilnik spremembe voznega pasunadzor zračnega tlaka v pnevmatikah                        ,        Notranjost:    ,                        štev. sedežev: 5        športni sedežisedeži: nastavitev po višinisedeži: gretje spredaj12V vtičnica                       ,        Udobje:    ,                        klimatska napravaklimatska naprava: avtomatskaklimatska naprava: 2 conskaklimatska naprava: 3 conskaklimatska naprava: 4 conskazatemnjena / tonirana steklaelektrični pomik prednjih stekelelektrični pomik prednjih in zadnjih stekelzunanja ogledala: ogrevanjezunanja ogledala: el. zložljivacentralno zaklepanjecentralno zaklepanje + daljinsko upravljanjeelektrični paketvolan: nastavljiv po višinivolan: nastavljiv po globiniservo volanvolan: multifunkcijskivolan: športnivolanski obroč oblečen v usnjeobvolanski prestavni ročici / F1 prestavetempomataktivni tempomatsistem Start-Stopel. parkirna zavorael. zapiranje prtljažnika                    ,        Multimedia:    ,                                    avtoradio                                    avtoradio / CD                    USB priključek (iPod, HD, ...)potovalni računalnikkomunikacijski paketnavigacijski sistemdigitalni radio DAB                    ,        Uporabnost:    ,                        deljiva zadnja klop 1/2 - 1/2Isofix sistem za pritrditev otr.sedežastrešne sanipripomoček za parkiranje PDC/Parktronicpomoč pri parkiranju: prednji senzorjipomoč pri parkiranju: zadnji senzorjivzvratna kameradvojno dno prtljažnika                    ,        Stanje:    ,                                    servisna knjiga  / potrjena                                vozilo ni bilo karamboliranovozilo je bilo garažiranonavodila za uporabo v SLO jeziku1. lastnik                    ",    24.999 €    ,              AVTO PERLA                                                                           ,Audi A6 ,https://www.avto.net/Ads/details.asp?id=16475208&display=Audi%20A6%202.0%20TDI%20S%20tronic-MATRIX-20%20COL-ACC-HEAD%20UP-CAMERA-
13,"                            ,      Starost:              rabljeno      ,      Prva registracija:                   2014 / 12                        ,      Leto proizvodnje:                   2014            ,    Prevoženi km:            216000       ,      Tehnični pregled:                   2022 / 2            ,      Motor:              140 kW             (190 KM),  1968  ccm      ,      Gorivo:              diesel motor      ,      Menjalnik:              avtomatski menjalnik      ,      Oblika:              karavan      ,      Št.vrat:              5 vr.      ,      Barva:              črna      ,      Notranjost:              bordojsko rdeča / usnje      ,      Kraj ogleda:              1000 Ljubljana      ,                     Vprašajte prodajalca za VIN in pridobite CARFAX poročilo o zgodovini vozila.                                 ,                            ,            Kombinirana vožnja:                        4,6 litrov / 100 km                                    ,            Izvenmestna vožnja:                        4 litrov / 100 km                                    ,            Mestna vožnja:                        5,6 litrov / 100 km                                    ,            Emisijski razred:                        Euro 6                    ,            Emisija CO2:                        119 g / km                                    ,        Podvozje:    ,                                        ABS zavorni sistem            samodejna zapora diferenciala (ASD / EDS ...)                       ,        Varnost:    ,                                    6 x zračna vreča / Airbagsenzor za dežxenon žarometiprednje (dnevne) LED lučizadnje LED lučikodno varovan vžig motorjanadzor zračnega tlaka v pnevmatikah                        ,        Notranjost:    ,                        štev. sedežev: 5        ambientna osvetlitev notranjostiusnje            ALU dodatki v notranjosti                       ,        Udobje:    ,                        klimatska napravaklimatska naprava: avtomatskaklimatska naprava: 4 conskazatemnjena / tonirana steklaelektrični pomik prednjih stekelelektrični pomik prednjih in zadnjih stekelzunanja ogledala: el. nastavljivazunanja ogledala: ogrevanjecentralno zaklepanjecentralno zaklepanje + daljinsko upravljanjevolan: nastavljiv po višiniel. parkirna zavora                    ,        Multimedia:    ,                        MP3 predvajalnikHD: trdi disk za shranjevanje podatkovUSB priključek (iPod, HD, ...)Bluetooth vmesnik                    ,        Uporabnost:    ,                        deljiva zadnja klop 1/2 - 1/2Isofix sistem za pritrditev otr.sedežarolo prtljažnega prostorastrešne sanimrežasta pregrada tovornega prostoradvojno dno prtljažnika                    ",    16.990 €    ,                                   TELEFON:                                                        ,Audi A6 ,https://www.avto.net/Ads/details.asp?id=16475211&display=Audi%20A6%20Avant%202.0%20TDI%20ultra%20Business
14,"                            ,      Starost:              rabljeno      ,      Prva registracija:                   2018 / 7                        ,      Leto proizvodnje:                   2018            ,    Prevoženi km:            60000       ,      Motor:              66 kW             (90 KM)      ,      Gorivo:              diesel motor      ,      Menjalnik:              ročni menjalnik (5 pr.)      ,      Oblika:              enoprostorec / van      ,      Št.vrat:              5 vr.      ,      Barva:                    ,      Notranjost:               /       ,      Kraj ogleda:              8000 Novo mesto      ,                     Vprašajte prodajalca za VIN in pridobite CARFAX poročilo o zgodovini vozila.                                 ,        Podvozje:    ,                                            lahka - ALU platišča                            ABS zavorni sistem                                   ,        Varnost:    ,                                    senzor za dežmeglenketretja zavorna lučblokada motorjakodno varovan vžig motorjanadzor zračnega tlaka v pnevmatikahrezervno kolo normalnih dimenzij                        ,        Notranjost:    ,                        štev. sedežev: 5        komfortni sedežisedeži: nastavitev po višini12V vtičnica                       ,        Udobje:    ,                        klimatska napravaelektrični pomik prednjih stekelcentralno zaklepanjecentralno zaklepanje + daljinsko upravljanjevolan: nastavljiv po višinivolan: nastavljiv po globiniservo volanvolan: multifunkcijskivolanski obroč oblečen v usnje                    ,        Multimedia:    ,                                    avtoradio                        MP3 predvajalnikBluetooth vmesnik                    ,        Uporabnost:    ,                        deljiva zadnja klop 1/3 - 1/3 - 1/3Isofix sistem za pritrditev otr.sedeža                    ,        Stanje:    ,                        navodila za uporabo v SLO jeziku1. lastnik                    ",    10.190 €    ,                                   TELEFON:                                                        ,Dacia Dokker ,https://www.avto.net/Ads/details.asp?id=16456411&display=Dacia%20Dokker%201.5%20dCi%20-%20SLOVENSKI%20-%201.%20LASTNIK%20-%20GARANCIJA
15,"                            ,      Starost:              testno / ima garancijo      ,      Prva registracija:                   2021 / 6                                    ,      Leto proizvodnje:                   2021            ,    Certifikat vozila:            Možnost 1 ali 2 letno podaljšano Jamstvo za rabljeno vozilo DasWeltauto                 ,    Prevoženi km:                   ,      Motor:              110 kW             (150 KM),  1498  ccm      ,      Gorivo:              bencinski motor      ,      Menjalnik:              ročni menjalnik (6 pr.)      ,      Oblika:              terensko vozilo / SUV      ,      Št.vrat:              5 vr.      ,      Barva:              siva metalik      ,      Notranjost:              črna / blago      ,      Interna številka:              *030770/PIA-      ,      Kraj ogleda:              ,       ,                     Vprašajte prodajalca za VIN in pridobite CARFAX poročilo o zgodovini vozila.                                 ,                            ,            Kombinirana vožnja:                        5,4 litrov / 100 km                                    ,            Izvenmestna vožnja:                        4,9 litrov / 100 km                                    ,            Mestna vožnja:                        6,3 litrov / 100 km                                    ,            Emisijski razred:                        Euro 6d                    ,            Emisija CO2:                        123 g / km                                    ,        Podvozje:    ,                                            lahka - ALU platišča:245/40/R19                            ABS zavorni sistem            samodejna zapora diferenciala (ASD / EDS ...)ASR regulacija zdrsa pogonskih koles                       ,        Varnost:    ,                                    6 x zračna vreča / Airbagsenzor za dežLED žarometiprednje (dnevne) LED lučizadnje LED lučimeglenketretja zavorna lučnaprava za pranje žarometovkodno varovan vžig motorjasistem za ohranjanje voznega pasusistem za samodejno zaviranje v silinadzor zračnega tlaka v pnevmatikah                        ,        Notranjost:    ,                        štev. sedežev: 5        ambientna osvetlitev notranjostiALU dodatki v notranjostikrom dodatki v notranjostišportni sedežisedeži: nastavitev po višinisredinski naslon za roko12V vtičnica                       ,        Udobje:    ,                        klimatska naprava: avtomatskaklimatska naprava: 2 conskazatemnjena / tonirana steklaelektrični pomik prednjih in zadnjih stekelzunanja ogledala: el. nastavljivazunanja ogledala: ogrevanjezunanja ogledala: el. zložljivacentralno zaklepanje + daljinsko upravljanjevolan: nastavljiv po višinivolan: nastavljiv po globiniservo volanvolan: multifunkcijskivolan: športnivolanski obroč oblečen v usnjeobvolanski prestavni ročici / F1 prestaveogrevan volanski obročsistem Start-StopKeyless Goel. parkirna zavora                    ,        Multimedia:    ,                        MP3 predvajalnikUSB priključek (iPod, HD, ...)predpriprava za mobilni telefonpotovalni računalniknavigacijski sistemBluetooth vmesnikTouch screendigitalni radio DABApple CarPlayAndroid Auto                    ,        Uporabnost:    ,                        zadnja klop - deljiva 1/3 - 2/3Isofix sistem za pritrditev otr.sedežapripomoček za parkiranje PDC/Parktronicpomoč pri parkiranju: parkirna kamerapomoč pri parkiranju: prednji senzorjipomoč pri parkiranju: zadnji senzorjipomoč pri speljevanju v klanecvzvratna kamera                    ,        Stanje:    ,                                    servisna knjiga  / potrjena                                vozilo ni bilo karamboliranoslovensko poreklonavodila za uporabo v SLO jeziku1. lastnik                    ",,              PORSCHE INTER AUTO d.o.o.         Porsche Verovškova Verovškova ulica 78         Ljubljana                                                                                                ,Cupra Formentor ,https://www.avto.net/Ads/details.asp?id=16468934&display=Cupra%20Formentor%201.5%20TSI%20-%20SLOVENSKO%20VOZILO
16,"                            ,      Starost:              novo      ,    Prevoženi km:                   ,      Motor:              74 kW             (101 KM)      ,      Gorivo:              LPG avtoplin      ,      Menjalnik:              ročni menjalnik (6 pr.)      ,      Oblika:              kombilimuzina / hatchback      ,      Št.vrat:              5 vr.      ,      Barva:              oranžna metalik      ,      Notranjost:               /       ,      Interna številka:                    ,      Kraj ogleda:              ,       ,        Podvozje:    ,                                        ABS zavorni sistem                        BAS pomoč pri zaviranju            ESP elektronski program stabilnosti                       ,        Varnost:    ,                                    6 x zračna vreča / Airbagsenzor za dežLED žarometiprednje (dnevne) LED lučisistem za opozarjanje na mrtvi kot                        ,        Udobje:    ,                        klimatska naprava: avtomatskaelektrični pomik prednjih in zadnjih stekelvolan: multifunkcijskitempomatKeyless Go                    ,        Multimedia:    ,                                    avtoradio                                            ,        Uporabnost:    ,                        strešne sanipripomoček za parkiranje PDC/Parktronicpomoč pri parkiranju: prednji senzorjipomoč pri parkiranju: zadnji senzorjivzvratna kamera                    ,        Stanje:    ,                        vozilo je novo                    ",    15.420 €    ,              AVTO SET D.O.O.         Dragomelj 26         DOMŽALE                                                                                                                                                                                                                     ,Dacia Sandero ,https://www.avto.net/Ads/details.asp?id=16455872&display=Dacia%20Sandero%20
17,"                            ,      Starost:              rabljeno      ,      Prva registracija:                   2010 / 5                        ,    Prevoženi km:            137000       ,      Motor:              55 kW             (75 KM),  1390  ccm      ,      Gorivo:              bencinski motor      ,      Menjalnik:              ročni menjalnik (5 pr.)      ,      Oblika:              karavan      ,      Št.vrat:              6 vr.      ,      Barva:                    ,      Notranjost:               /       ,      Kraj ogleda:              1000 Ljubljana      ,                            ,            Kombinirana vožnja:                        7,6 litrov / 100 km                                    ,            Izvenmestna vožnja:                        6,2 litrov / 100 km                                    ,            Mestna vožnja:                        10 litrov / 100 km                                    ,            Emisijski razred:                        Euro 4                    ,            Emisija CO2:                        179 g / km                                    ,        Podvozje:    ,                                        ABS zavorni sistem                                   ,        Varnost:    ,                                    1 x zračna vreča / Airbagkodno varovan vžig motorja                        ,        Udobje:    ,                        klimatska napravaelektrični paket                    ,        Multimedia:    ,                                    avtoradio / CD                    MP3 predvajalnikUSB priključek (iPod, HD, ...)                    ,        Uporabnost:    ,                        deljiva zadnja klop 1/2 - 1/2                    ,        Stanje:    ,                                            ",    1.600 €    ,            ivica                                            TELEFON:                                                        ,Dacia Logan ,https://www.avto.net/Ads/details.asp?id=16460583&display=Dacia%20Logan%20MCV%20Base%201.4
18,"                            ,      Starost:              rabljeno      ,      Prva registracija:                   2006 / 12                                    ,      Leto proizvodnje:                   2006            ,    Prevoženi km:            240000       ,      Tehnični pregled:                   2022 / 5            ,      Motor:              50 kW             (68 KM),  1461  ccm      ,      Gorivo:              diesel motor      ,      Menjalnik:              ročni menjalnik (5 pr.)      ,      Oblika:              limuzina      ,      Št.vrat:              4 vr.      ,      Barva:              bela      ,      Notranjost:               /       ,      Kraj ogleda:              2204 Miklavž na Dravskem polju      ,                            ,            Kombinirana vožnja:                        4,7 litrov / 100 km                                    ,            Izvenmestna vožnja:                        4,1 litrov / 100 km                                    ,            Mestna vožnja:                        5,8 litrov / 100 km                                    ,            Emisijski razred:                        Euro 4                    ,            Emisija CO2:                        125 g / km                                    ,        Varnost:    ,                                    2 x zračna vreča / Airbagmeglenketretja zavorna lučkodno varovan vžig motorjarezervno kolo normalnih dimenzij                        ,        Notranjost:    ,                        štev. sedežev: 5        sedeži: nastavitev po višinisredinski naslon za rokopaket za kadilce                       ,        Udobje:    ,                        klimatska napravazatemnjena / tonirana steklaelektrični pomik prednjih stekelcentralno zaklepanjecentralno zaklepanje + daljinsko upravljanjeservo volan                    ,        Multimedia:    ,                                    avtoradio / CD                                Hi-Fi ozvočenje                    potovalni računalnik                    ,        Uporabnost:    ,                        dvojno dno prtljažnika                    ,        Stanje:    ,                        slovensko poreklo                    ",    1.100 €    ,            MLADEN                                            TELEFON:                                                        ,Dacia Logan ,https://www.avto.net/Ads/details.asp?id=16460102&display=Dacia%20Logan%20Laureate%201.5%20dCi-DIZEL
19,"                            ,      Starost:              testno / ima garancijo / ima jamstvo      ,      Prva registracija:                   2021 / 2                                    ,      Leto proizvodnje:                   2021            ,    Prevoženi km:            1000       ,      Motor:              110 kW             (150 KM),  1498  ccm      ,      Gorivo:              bencinski motor      ,      Menjalnik:              avtomatski menjalnik      ,      Oblika:              terensko vozilo / SUV      ,      Št.vrat:              5 vr.      ,      Barva:              siva      ,      Notranjost:               /       ,      Interna številka:              0125662      ,      Kraj ogleda:              ,       ,                     Vprašajte prodajalca za VIN in pridobite CARFAX poročilo o zgodovini vozila.                                 ,                            ,            Kombinirana vožnja:                        5,5 litrov / 100 km                                    ,            Izvenmestna vožnja:                        5 litrov / 100 km                                    ,            Mestna vožnja:                        6,5 litrov / 100 km                                    ,            Emisijski razred:                        Euro 6d                    ,            Emisija CO2:                        126 g / km                                    ,        Podvozje:    ,                                            lahka - ALU platišča:19 COL                            ABS zavorni sistem            samodejna zapora diferenciala (ASD / EDS ...)ESP elektronski program stabilnostiASR regulacija zdrsa pogonskih koles                       ,        Varnost:    ,                                    7 x zračna vreča / Airbagsenzor za dežLED žarometiprednje (dnevne) LED lučizadnje LED lučisamodejno upravljanje dolgih lučiAdaptive light / dinamično prilagodljivi žarometimeglenketretja zavorna lučkodno varovan vžig motorjasistem za ohranjanje voznega pasusistem za samodejno zaviranje v siliopozorilnik spremembe voznega pasusistem za prepoznavo prometnih znakovnadzor zračnega tlaka v pnevmatikah                        ,        Notranjost:    ,                        štev. sedežev: 5        ambientna osvetlitev notranjostiALU dodatki v notranjostikarbonski dodatki v notranjostišportni sedežikomfortni sedežisedeži: nastavitev po višinisedeži: gretje spredajsredinski naslon za roko12V vtičnica                       ,        Udobje:    ,                        klimatska naprava: avtomatskaklimatska naprava: 2 conskaklimatska naprava: 3 conskazatemnjena / tonirana steklaelektrični pomik prednjih stekelelektrični pomik prednjih in zadnjih stekelzunanja ogledala: el. nastavljivazunanja ogledala: ogrevanjezunanja ogledala: el. zložljivacentralno zaklepanjecentralno zaklepanje + daljinsko upravljanjevolan: nastavljiv po višinivolan: nastavljiv po globiniservo volanvolan: multifunkcijskivolan: športnivolanski obroč oblečen v usnjeobvolanski prestavni ročici / F1 prestaveogrevan volanski obročaktivni tempomatsistem Start-StopKeyless Goel. parkirna zavorael. zapiranje prtljažnika                    ,        Multimedia:    ,                                    avtoradio:Digital Audio Broadcasting (DAB)                        USB priključek (iPod, HD, ...)potovalni računalniknavigacijski sistemBluetooth vmesnikTouch screendigitalni radio DAB                    ,        Uporabnost:    ,                        zadnja klop - deljiva 1/3 - 2/3Isofix sistem za pritrditev otr.sedežastrešne sanipripomoček za parkiranje PDC/Parktronicpomoč pri parkiranju: parkirna kamerapomoč pri parkiranju: prednji senzorjipomoč pri parkiranju: zadnji senzorjisistem za aktivno pomoč pri parkiranjupomoč pri speljevanju v klanecvzvratna kameradvojno dno prtljažnika                    ,        Stanje:    ,                                    servisna knjiga  / potrjena                                slovensko poreklonavodila za uporabo v SLO jeziku1. lastnik                    ",,              ŠPAN d.o.o.         Špan Center mobilnosti Tržaška cesta 547         Brezovica pri Ljubljani                                                                                                                                                                                                                                                                                                   ,Cupra Formentor ,https://www.avto.net/Ads/details.asp?id=16093914&display=Cupra%20Formentor%201.5%20TSI%20DSG
